ScientificName,USDACode,FamilyName,PrimaryGrowthForm,Lifespan,Clade,GrowthForm4Model,TissueType,IntroYear,DominantInvasionPathway,InvasiveRangeSize,HabitatBreadth,LocalAbundance,natrng,ClonalPropagation,RegenerativeCapacity,Range,pHMin,pHMax,HardinessZoneMin,HardinessZoneMax,SelfCompatible,SLA_m2kg1,SeedWeightMean_g,ElevationMin_m,ElevationMax_m,PrecipMin_in,PrecipMax_in,HeightMax_m,LeafWidthMax_cm,LeafLengthMax_cm,monoploid,holoploid,TissueTypeDummy,ResidenceTime
Avena barbata,AVBA,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1883,Contaminant,106,10,189,43,0,0,Long,5,8.3,8,10,,30.84205433,20.25,0,2260,11,91,1.5,2,60,4.540000001,12.75,1,143
Avena fatua,AVFA,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1872,Contaminant,184,25,169,87,0,0,Short,4,7.5,6.853808155,9.081593837,,31.49089315,18.31,2100,2730,10,39,1.2,1.06,45.08,4.301699999,25.81000001,1,154
Axonopus fissifolius,AXFI,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1870,,,,,44,,,,4.766698915,6,7,10,,26.46470061,0.49,21.35705918,2115.340909,30,157,1.569744414,1.56,15.24,0.916632097,19.12175417,1,156
Barbarea vulgaris,BAVU,Brassicaceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1822,Contaminant,279,40,39,47,0,1,Short,6,8,5,9,0,26.448976,0.68,0,3000.000001,31,71,1.2,7.62,15.24,0.295,0.59,1,204
Bassia hyssopifolia,BAHY,Bhenopodiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1918,Contaminant,53,15,27,25,0,0,Long,5.7,9.4,6,10,,20.28231505,0.55,0,2240,6,29,1,0.3,2.5,0.923958367,2.137315558,1,108
Begonia cucullata,BECU,Begoniaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1932,Escape,18,3,16,9,,1,Long,4.742203599,8.50687138,8,11,,,,0,1100,13.24846686,110.51,0.6,0.6,1.9,0.3,0.481797918,1,94
Bellardia trixago,BETR,Orobanchaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1921,,33,10,5,32,,,,5,8.6,9,10,,24.9585,1.088373511,0,900.0000003,18,85,0.7,2,9.5,1.344015567,3.914521063,1,105
Bellis perennis,BEPE2,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1868,Escape,78,23,2,54,1,1,Long,6,8,4,8,,27.98170337,0.12,1.451800798,2672.929401,13.39651314,52.05,0.15,2.54,15.24,1.5765,3.153061226,1,158
Berberis bealei,BEBE2,Berberidaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1845,,,,,3,,,,5.681952812,6,7,9,,10.25283679,19.40244844,100,500,40.1085709,44.79,3.999999998,5.1,10,1.590601294,19.26062507,0,181
Berberis julianae,BEJU4,Berberidaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1936,Escape,8,5,1,2,,1,Long,5.449902237,6.839204757,6,8,,10.25283679,24,0.503056725,1037.327236,32.49299577,55.97,1.83,2.92,7.62,1.603137,7.364281051,0,90
Berberis thunbergii,BETH,Berberidaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1872,Escape,611,33,3165,1,,1,Long,5.5,7.2,4,8,,10.25283679,17.07,0,1300,30,60,3.000000001,1.8,2.4,1.55,5.611207438,0,154
Berberis vulgaris,BEVU,Berberidaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1818,Escape,189,25,103,33,1,1,Long,5.436498848,7.181665767,3,7,,10.63967814,13.05,0,1800,29.22463143,57.5,3.000000001,2.8,8,1.367899999,4.470000003,0,208
Berteroa incana,BEIN2,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1876,Contaminant,288,33,593,39,,0,Long,5.320671791,8.370068779,5.730274722,9.818061174,,19.46416667,0.49,0,2056.157011,10.33028559,69.24,0.378112364,2.54,7.62,0.71,1.420000001,1,150
Betula pendula,BEPE3,Betulaceae,Tree,Perennial,Angiosperm,Tree,Woody,1869,Escape,19,9,1,75,1,1,Long,5,6.8,4.236617407,7.754470714,,15.1445311,0.59,25.92625174,1321.611389,30,55,12.19000001,5.28,9.5,0.49,0.98,0,157
Bidens bipinnata,BIBI7,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,,Escape,,,,32,,0,Long,4.566252472,8.288608128,4.382208814,10.89145979,1,33.78817049,2.54,10,1800,25.44278789,97.77,1.5,10,20,1.804042027,3.416471157,1,
Bidens pilosa,BIPI,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1819,Escape,33,8,1,39,,0,Long,4,9,9,10,1,33.78817049,1.99,0,3600,20,138,1.5,4.5,12,1.7,2.294769798,1,207
Bischofia javanica,,Euphorbiaceae,Tree,Perennial,Angiosperm,Tree,Woody,1925,Escape,22,3,202,41,,0,Long,4.863840265,7.679161572,9.099310948,10.43934477,,9.8,11.99,0,1800,35,197,34.99999999,6.5,13,1.9,28.4007362,0,101
Borago officinalis,,Boraginaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1830,,36,13,6,15,0,0,,4.5,8.2,2,11,1,24.848,16.1,4.559541534,2380.252692,18.27737161,92.64,0.97,19.88,15.24,1.749999999,3.499999998,1,196
Bothriochloa ischaemum,,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1898,Escape,132,18,903,55,0,1,Long,5.5,8.5,3.912892254,9.456565834,,15.873,0.62,50.00000001,1200,15,45,1.22,0.45,25,1.21549403,8.175241765,1,128
Bougainvillea glabra,BOGL4,Nyctaginaceae,Vine/Shrub,Perennial,Angiosperm,Vine,Woody,1931,,3,3,0,3,,1,,6,8,9,11,,19.89202581,355.0259105,50.00000001,2280.000001,39,79,6.099999998,7.62,15.24,4.099999998,81.11329031,0,95
Brachypodium distachyon,BRDI2,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1929,Contaminant,46,5,501,43,0,,Long,3.4,7.6,9,10,,29.8,4.18,0,599.9999997,11,67,0.4,0.6,12,0.3155,0.948,1,97
Brachypodium sylvaticum,BRSY,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1934,Stowaway,65,9,3406,92,1,0,Long,5,8.2,9,10,,44.11894737,3.56,25,710.0000003,28,79,2,1.5,35,0.431,0.862,1,92
Brassica elongata,,Brassicaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1911,,8,4,0,30,,1,,4.907229148,8.599760135,4.853622658,10.15312448,0,14.018,0.84,0,2700.000001,11.69675273,88.69,1,6,30,0.700393726,1.539921489,1,115
Brassica juncea,BRJU,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1860,Stowaway,9,7,0,,0,0,Long,4.3,8.3,2,11,,24.66579769,2.85,0,3000,20,165,1.800000001,28,80,1.5,5.031023164,1,166
Brassica napus,,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1879,,5,3,1,1,0,1,,6,8,2,11,,24.805,3.35,0,2031.793298,40,80,1.22,15.24,15.24,0.575,2.300000001,1,147
Brassica nigra,BRNI,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1888,Escape,160,30,227,49,0,0,Short,4.9,8.2,2,11,,26.42078167,0.81,14.24130874,2092.994987,12,67,2,10.16,25.4,0.8,1.600000001,1,138
Brassica rapa,BRRA,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1840,Escape,77,25,20,21,0,1,Short,4.8,8.5,2,11,0,25.86319941,2.07,799.9999999,3000.000001,14,63,1.5,35,90,0.8,1.600000001,1,186
Brassica tournefortii,BRTO,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1927,Contaminant,202,11,1296,,,1,Short,5.269472152,7.797486164,5.274354625,9.668753669,1,24.66579769,1.44,0,1000,16,34,1,5.39,30,0.6,1.65475866,1,99
Briza maxima,BRMA,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1891,,54,8,72,26,0,0,,5.8,7,8,10,,48.86398605,3.04,5.570338663,990,12,40,0.61,0.8,20,6.5,49.84687338,1,135
Briza minor,BRMI2,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1840,,79,18,4,28,0,0,,5,8,8,10,,54.42,0.32,0,1830,15,75,0.8,1,12,2.899999999,10.89331662,1,186
Bromus arvensis,BRAR5,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1889,,485,44,2846,20,0,0,,5.2,7.5,5,9,,21.77857143,2.23,10,1686.636301,26,55,0.91,0.6,20,6.249999998,12.49999999,1,137
Bromus berteroanus,,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1866,,11,5,1,9,,0,,5.4,8.5,7,10,,25.92067047,4.504091069,0,2280.000001,7,47,0.6,0.9,28,6.259999999,15.10944076,1,160
Bromus briziformis,BRBR5,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1879,,45,13,11,4,0,0,,5.3,7.2,5.972842508,9.608128374,,25.92067047,2.94,74.13032544,1882.194584,12,45,0.49,0.57,11.6,3.670645122,12.80829695,1,147
Bromus catharticus,BRCA6,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1822,,71,26,6,17,0,0,,5.5,8,6,10,,25.92067047,8.68,0,1603.321464,18,28,0.91,0.6,40,2.216700001,13.30000001,1,204
Bromus diandrus,BRDI3,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1884,,182,22,1236,27,0,0,,5.516581686,7.291796447,6.373673718,9.683345985,,36.88617831,11.45,259.1753586,1998.60145,14.80251976,50.78,0.9,1,16.25,2.9875,23.89999998,1,142
Bromus hordeaceus,BRHO2,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1861,Escape,217,24,801,72,0,1,Long,5.635626183,7.686288967,6,10,,31.11041127,1.95,1280,2800,10,39,0.7,0.7,20,4.6,18.4,1,165
Bromus hordeaceus subsp. hordeaceus,BRHOH,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1800,,,,,,,0,,5.5,8,,,,25.92067047,2.7,,,12,20,0.61,,,9.2,,1,226
Bromus inermis,BRIN2,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1884,,,,,50,1,1,,5.5,8,5.626838319,9.806502553,0,16.3380031,2.91,1373,3235,11,69,0.98,1.5,35.56,2.939999998,20.17000002,1,142
Bromus madritensis,,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1848,Contaminant,97,10,377,40,0,0,Short,6.017576524,6.980382085,5.457796743,9.330777821,,36.23034,5.77,370.0000001,900.0000003,10,14,0.45,0.09,0.3,2.424999999,9.700000004,1,178
Bromus racemosus,BRRA2,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1861,,56,19,6,50,0,0,,5.609926533,7.29334417,5.136978849,9.314794362,,28.744,4.08,1280,2800,26,39,0.732448747,0.87,17.02,6.749999995,26.99999999,1,165
Bromus rigidus,BRRI8,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1986,Contaminant,,,,28,0,0,Long,5,8.8,6,11,,27.51122222,10.19,0,2560,10,89,0.9,0.9,27,8.600000007,19.62181659,1,40
Bromus rubens,BRRU2,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1887,Contaminant,321,17,392,32,0,0,Short,6,8.2,6,10,,33.11973958,2.8,0,2530,6,79,0.37,0.5,15,2.424999999,9.700000004,1,139
Bromus secalinus,BRSE,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1822,Contaminant,29,14,4,26,0,0,Short,5,7.5,7,9,,19.898,8.41,200,1500,20,56.16,1.120747635,0.6,30,6.975000002,27.89999998,1,204
Bromus sterilis,BRST2,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1827,Contaminant,40,16,17,50,0,0,Short,5.2,8.1,8,10,,32.46952045,9.51,34.99999998,2000,16,111,1,0.6,20,2.98,5.959999997,1,199
Bromus tectorum,BRTE,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1861,Contaminant,1430,70,12358,62,0,0,Long,4.7,8.8,5,10,,29.56008625,2.99,0,3030,9,111,0.76,0.6,16,3.25,6.500000003,1,165
Broussonetia papyrifera,BRPA4,Moraceae,Tree,Perennial,Angiosperm,Tree,Woody,1838,Escape,146,23,337,15,,1,Long,6,8,6,11,,20.91235975,2.07,0,1000,28,98,15.23999999,6.6,9.7,0.7,1.4,0,188
Bryonia alba,BRAL4,Cucurbitaceae,Forb/Vine,Perennial,Angiosperm,Vine,Herbaceous,1880,,24,8,437,21,,,,5.27754958,7.477232538,4.371478759,10.21074568,,30.866,13.91,100,1800,25.07626333,108.16,7.000000004,8,15,2.970000001,16.73946602,1,146
Buddleja davidii,BUDA2,Loganiaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1917,Escape,137,26,83,4,0,1,Long,5.6,8.1,5,9,,15.51272839,0.1,0,3500,16,83,3.660000001,7,20,0.685,2.739999999,0,109
Buglossoides arvensis,BUAR3,Boraginaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1822,,88,24,1,74,,0,,5.505499465,7.344218058,7,9,,27.05228,5.82,100,1500,16,51,1.678802446,0.6,3,0.48,1.9,1,204
Bupleurum rotundifolium,BURO,Apiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1860,,1,1,0,32,0,0,,6,8,5,9,,27.71533333,2.48,6.252669819,1656.777029,15.39161231,67.14,0.61,6.77,14.62,1.483889556,2.611306273,1,166
Butomus umbellatus,,Butomaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1897,,165,27,566,70,1,1,,,,,,1,10.325,0.18,0,700,16,40,1.5,0.31,270,3.7551,,1,129
Cabomba caroliniana,CACA,Cabombaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1879,Escape,,,,36,1,1,Long,5.7,9.2,6,10,,,1.14,,,40,60,0.08,,,3.55,,1,147
Cakile maritima,CAMA,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1840,,36,3,41,49,0,0,,5,9.1,9,10,1,17.00836625,17.3,0,350,11,71,0.925664132,3,23.27,0.68,1.879746656,1,186
Calamagrostis arenaria,,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1896,,,,,40,,1,,6,8.5,9,10,,18.32727187,3.84,0,350,17,60,1.2,0.6,110,3.919110316,29.01180495,1,130
Calocedrus decurrens,CADE27,Cupressaceae,Tree,Perennial,Gymnosperm,Tree,Woody,,,,,,3,,0,,4.6,8,5,8,,0.065415584,28.58,50.00000001,3000.000001,15,80,70.00000002,1.16,1.4,15.24999999,65.75635152,0,
Calystegia sepium,CASE13,Convolvulaceae,Forb,Perennial,Angiosperm,Forb,Woody,1987,,,,,135,1,1,,6,8,3,9,,36.88153846,28.15,38.60233345,1310,16.91506513,51.56,2,7.62,15.24,0.8,1.600000001,0,39
Camelina microcarpa,CAMI2,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1840,,84,17,4,51,0,0,,5.349479715,8.357617798,6,10,1,20.092,0.3,0,2500,11,31,1,2,7,0.218018078,0.847381372,1,186
Camelina sativa,,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1855,,3,2,0,33,0,0,,5.391537909,8.069027424,6.480356375,9.163914167,1,20.092,0.97,0,1500,10.01092055,50.89,1.3,1.5,9,0.215133006,1.071850717,1,171
Campanula rapunculoides,CARA,Campanulaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1879,,140,25,59,40,1,1,,,,3,9,,35.57439925,0.18,,,,,1.22,5.08,10.16,3.98,,1,147
Cannabis sativa,CASA3,Cannabaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1863,,20,14,0,10,,0,,6,8,8,11,,28.316,18.25,0,3700,10.93256656,38,4.999999998,7.62,15.24,0.91,1.82,1,163
Capsella bursa-pastoris,CABU2,Brassicaceae,Forb,Annual,Angiosperm,Forb,Woody,1867,Contaminant,142,38,5,93,0,0,Long,5,8.8,6,10,1,29.59582832,0.11,0,2800,9,79,0.8,2.54,15.24,0.2,0.8,0,159
Caragana arborescens,CAAR18,Fabaceae,Tree,Perennial,Angiosperm,Tree,Woody,1892,,129,14,20,12,,1,,5,8.5,2,7,1,23.53,26.35,0,1650,12,55,7.000000004,2.03,12.7,1.6,3.2,0,134
Cardamine flexuosa,CAFL14,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1902,,5,5,0,33,0,0,,5.403837724,8.735117375,5.915064002,9.789329294,1,40.87157,0.18,0,3600,9.795388548,98.96,0.5,12.65,25.26,0.9,1.903934749,1,124
Cardamine hirsuta,,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1840,,144,40,0,90,0,1,,6,8,4,8,1,27.75556769,0.12,0.76379209,1813.305577,12.09084194,49.92,0.25,8,22,0.23,0.430615446,1,186
Cardamine impatiens,CAIM,Brassicaceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1812,,104,22,62,64,0,0,,5.78987864,7.5,6.404573008,8.509681179,1,33.8,0.18,0,200,14.04028851,36.89,0.76,7,22,0.21,0.733713022,1,214
Cardiospermum halicacabum,,Sapindaceae,Vine,Perennial,Angiosperm,Vine,Herbaceous,1851,Escape,40,13,10,129,,1,Long,6,8,9,11,,18.48917807,46.78,0.33961214,1500,15.24377194,74.12,8.000000004,7.62,15.24,1.520874521,5.705636041,1,175
Carduus acanthoides,CAAC,Asteraceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1880,,239,37,1162,43,,1,,5.5,7.2,7,10,1,20.22142857,2.41,20.00000001,1790,23,85,1.83,7,29,1.270164745,5.988812145,1,146
Carduus tenuiflorus,CATE2,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1877,,55,11,5,19,0,0,,5,8.6,8,10,1,18.18641931,3.52,0,1410,12,63,2,4.14,25,1.229155564,3.176401893,1,149
Carex kobomugi,CAKO2,Cyperaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1931,,9,7,8,10,0,0,,5.7,7,6.927925293,9.436935207,,19.9539276,1.402990765,3.580762592,838.7986724,36,55,0.3,0.8,21.62,0.2,0.595419977,1,95
Carex longii,CALO5,Cyperaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,,,,,,45,,,,5.425722724,7.069881698,8.832290641,9.347813418,,19.9539276,1.402990765,0,800,31.87185896,53.14,1.399999999,0.45,30,0.35,2.273560964,1,
Carex pendula,CAPE45,Cyperaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1989,,8,4,188,28,1,1,,5.5,7.5,9,10,,13.3,0.75,0,739.9999997,23,57,3.000000001,2,48,0.34602041,2.302634254,1,37
Carpobrotus chilensis,CACH38,Aizoaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1881,,27,3,32,3,,1,,7.5,8.1,9,10,,,0.34,0,100,5,29,2,1.2,7,0.609849629,3.560949434,0,145
Carpobrotus edulis,CAED3,Aizoaceae,Shrub,Perennial,Angiosperm,Shrub,Herbaceous,1927,Escape,36,5,692,1,1,1,Long,5.302626414,9.5,8.950654699,10.42394966,1,,0.37,0,331.2703745,12,59,3.000000001,1.7,14,0.732888202,2.652630966,1,99
Carthamus lanatus,CALA20,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1879,,33,7,76,44,0,1,,5,8.1,9,10,1,19.63113333,13.4,0,1100,19,61,1.800000001,1.14,15,1.2,4.799999998,1,147
Casuarina equisetifolia,CAEQ,Casuarinaceae,Tree,Perennial,Angiosperm,Tree,Woody,1825,Release,63,6,1958,31,,1,Long,6.2,8.8,9,10,,4.374333857,4.77,0,1500,10,197,34.99999999,0.75,20.32,0.6,3.44161855,0,201
Casuarina glauca,CAGL11,Casuarinaceae,Tree,Perennial,Angiosperm,Tree,Woody,1916,Escape,21,3,129,2,,1,Long,6.5,7.646216331,8.822177112,8.911602849,,4.374333857,3,0,250,22.44,85.83,20.00000001,0.12,2,0.35,1.930704326,0,110
Catharanthus roseus,CARO14,Apocynaceae,Shrub,Perennial,Angiosperm,Shrub,Herbaceous,1865,Escape,26,3,48,1,,0,Short,5.068211839,6,10,11,,25.6604875,1.43,10.43465525,1500,31,55,1,2.54,7.62,2.4,31.44807504,1,161
Cenchrus ciliaris,CECI,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1917,Escape,,,,59,,1,Long,6,8.5,7.075096126,10.78342948,,26.46470061,1.37,0,2000,6,47,1.5,1.06,22.38,1.299999999,3.845390689,1,109
Cenchrus clandestinus,CECL2,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1918,,,,,10,,,,5.417201552,8.335649775,7.587746503,11.04056237,,26.46470061,3.68383871,0.993826387,1413.433082,17.21484165,77.53,0.950335041,1.22,22.68,1.349925949,3.838763086,1,108
Cenchrus echinatus,CEEC,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1864,,,,,71,,,,5.436241634,8.826729326,8.075584511,11.29254114,,26.46470061,3.68383871,0,1664.657295,16.27633619,84.04,0.9,1.1,30,2.599999999,6.148199069,1,162
Cenchrus longispinus,CELO3,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,,,,,,55,,,,5.440878777,8.631552932,7,11,,26.46470061,3.68383871,0,1464.78085,15.74101939,76.98,0.665217081,0.64,17.78,1.95,4.206824715,1,
Cenchrus purpureus,CEPU15,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1913,,,,,36,,,,5.2,8.7,8.427704123,11.02829352,,26.46470061,0.79,0,1598.676876,36,100,3.049999999,1.66,40.43,1.98968672,7.690347811,1,113
Cenchrus setaceus,,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1914,,,,,22,,,,5.378506596,8.094796397,9,11,,26.46470061,1.64,1.143441772,1207.840151,17.78652767,73.15,1.22,0.91,15.24,1.341047797,5.304772049,1,112
Centaurea calcitrapa,CECA2,Asteraceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1827,,79,17,661,35,0,0,,5.1,8.3,9,10,,22.82,2.16,0,1109.999999,17,67,0.91,0.79,20,0.93,2.959239677,1,199
Centaurea cyanus,CECY2,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1829,,38,12,10,11,0,0,,6,8,2,11,0,21.084,4.28,0,2400,13,71,0.91,2.54,7.62,0.71,1.317686582,1,197
Centaurea diffusa,CEDI3,Asteraceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1900,Contaminant,619,31,7458,25,,0,Long,5.5,8.4,6,9,,16.167,1.89,0,2390.000001,14,123,0.8,1.72,20,0.9,1.8,1,126
Centaurea iberica,CEIB,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1924,Stowaway,5,5,2,29,,1,Short,6.5,7.5,9,10,1,21.10304308,2.87,0,1500,18,25,2,1.21,20,1.341178269,7.76805709,1,102
Centaurea jacea,CEJA,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1851,,119,32,182,38,1,1,,5.564569298,8.002304629,8,9,0,19.66263488,1.53,0,1650,47,103,1.22,2.54,25.4,1.045,3.049999999,1,175
Centaurea macrocephala,CEMA9,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1920,Escape,12,7,9,3,,1,Short,5.735200478,7.670591243,3,8,,21.10304308,15.6,399.9999999,2000,17.2964367,43.51,1.699999999,1.11,30,0.621161545,2.059222676,1,106
Centaurea melitensis,CEME2,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1855,Stowaway,226,25,1056,21,,0,Short,5,8.9,8,10,1,14.9754,1.5,0,1990,7,85,1,0.3,15,0.94,2.458449937,1,171
Centaurea montana,,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1920,,22,13,9,13,,1,,6,8,3,11,0,36.5,14.84,8.050282847,2028.939379,13.26513844,70.28,0.61,2.54,15.24,1.679999999,3.055668006,1,106
Centaurea nigra,CENI2,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1864,,57,21,66,15,0,0,,5.5764745,8.002082452,6.076050819,9.31910119,0,25.21043478,2.32,3.806992333,2019.655995,15.29670613,92.35,0.91,2.1,25.4,1.08,3.159999999,1,162
Centaurea nigrescens,CENI3,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1897,,99,20,832,8,,1,,5.577744573,7.716150999,8,8,,21.10304308,2.61,350,1877.351675,20,113,1.52,2,25.4,0.95,3.799999998,1,129
Centaurea solstitialis,CESO3,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1870,Contaminant,428,35,11616,47,0,0,Short,5,8.9,5,10,0,21.57792488,2.6,0,2550,12,121,1,1.28,15,0.87,1.739999999,1,156
Centaurea stoebe subsp. australis,CEST8,Asteraceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1893,,1556,70,36085,,,,,,,,,,21.10304308,1.4,30,3040,8,79,1.8,,,1.23,,1,133
Centaurea virgata,CEVI,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1894,,101,14,646,16,,0,,5.7,7.1,6,8,,21.10304308,2.83,270,1619.999999,20,75,1.709898368,1.35,19.96,0.63052455,2.941988232,1,132
Centaurea x moncktonii,,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1890,,119,20,254,,,,,5.536229538,8.100222129,6.565032326,10.03044983,,21.10304308,3.458455959,0,1000,13.76324568,67.95,1.5,1.71,25,1.161077005,3.755700054,1,136
Centaurium erythraea,CEER5,Gentianaceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1827,,17,10,2,57,0,0,,,,8,10,,22.41888889,0.01,0,1000,12,105,0.6,2,7,1.13,,1,199
Cerastium fontanum,CEFO2,Caryophyllaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1832,,302,61,2,85,1,1,,5.4,7.3,6,10,,38.26191792,0.13,0,2740.000001,17,123,0.3,1.27,2.54,0.3688,5.900000001,1,194
Cerastium fontanum subsp. vulgare,CEFOV2,Caryophyllaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,,,,,5.4,7.3,6,10,,35.35736414,0.09,20,2740,17,123,,,,2.9,,1,
Cerastium glomeratum,,Caryophyllaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1819,,310,45,3,73,0,0,,5.726495515,7.59626645,5.236242209,9.935310707,,22.42773333,0.05,0,1800,17.93351291,99.97,0.15,1.5,3,0.526000605,4.536384648,1,207
Cestrum diurnum,CEDI6,Solanaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1909,,8,3,139,6,,0,,5.489580431,7.935698127,7.418293754,10.24158924,,27.49033333,1.59,0,1000,31,118,2,4.5,11,1.828596746,6.375886708,0,117
Chaenorhinum minus,CHMI,Scrophulariaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1822,,17,11,1,35,0,0,,5.322523718,7.80785591,4.716110724,9.823814679,,28.95637243,0.09,0.752695842,1776.088553,15.71229847,76.78,0.3,2.33,3.18,0.76086763,1.3987166,1,204
Chamaecrista nictitans,CHNI2,Fabaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,,Release,,,,76,,,Short,5.209565261,8,6.96780404,10.54053965,0,12.368,2.2,0,1743.625023,28,94,0.8,3,10,1.103332155,2.350237172,1,
